sid,sx,sy,eid,ex,ey,num,team,time
87,118.2023423,24.51144584,48,118.2010099,24.51102113,199,1732,20
87,118.2023423,24.51144584,48,118.2010099,24.51102113,199,1733,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,1734,20
87,118.2023423,24.51144584,48,118.2010099,24.51102113,79,1736,20
278,118.1964804,24.49125042,244,118.198852,24.49087384,235,1737,20
238,118.2008087,24.49269072,240,118.2003091,24.49058137,199,1739,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,164,1741,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,15,1742,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1743,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,1746,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1749,20
244,118.198852,24.49087384,278,118.1964804,24.49125042,199,1750,20
244,118.198852,24.49087384,278,118.1964804,24.49125042,222,1751,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,504,1760,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,504,1761,20
245,118.2039044,24.49036031,251,118.2035872,24.48953466,52,1762,20
196,118.1988556,24.49614206,204,118.1992565,24.49380775,199,1765,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1768,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1769,20
395,118.196897,24.48179809,354,118.19802,24.48397351,235,1771,20
395,118.196897,24.48179809,354,118.19802,24.48397351,235,1772,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,352,1773,20
142,118.1958249,24.50185552,152,118.1965815,24.5002015,161,1776,20
142,118.1958249,24.50185552,152,118.1965815,24.5002015,161,1777,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1778,20
395,118.196897,24.48179809,354,118.19802,24.48397351,235,1779,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,199,1787,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,199,1790,20
244,118.198852,24.49087384,278,118.1964804,24.49125042,164,1793,20
244,118.198852,24.49087384,243,118.1993321,24.49272,73,1794,20
243,118.1993321,24.49272,244,118.198852,24.49087384,199,1795,20
244,118.198852,24.49087384,243,118.1993321,24.49272,73,1797,20
244,118.198852,24.49087384,243,118.1993321,24.49272,73,1798,20
243,118.1993321,24.49272,244,118.198852,24.49087384,235,1803,20
244,118.198852,24.49087384,243,118.1993321,24.49272,73,1805,20
244,118.198852,24.49087384,243,118.1993321,24.49272,73,1806,20
244,118.198852,24.49087384,243,118.1993321,24.49272,73,1807,20
156,118.1994072,24.50050697,141,118.1993983,24.50203491,199,1818,20
199,118.1946976,24.49528905,255,118.1945341,24.49405849,199,1819,20
244,118.198852,24.49087384,278,118.1964804,24.49125042,199,1824,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1825,20
243,118.1993321,24.49272,244,118.198852,24.49087384,199,1826,20
243,118.1993321,24.49272,244,118.198852,24.49087384,199,1827,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1828,20
204,118.1992565,24.49380775,196,118.1988556,24.49614206,223,1829,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,1830,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,15,1831,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,235,1832,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,15,1833,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1837,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1841,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1842,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,1844,20
243,118.1993321,24.49272,244,118.198852,24.49087384,181,1846,20
243,118.1993321,24.49272,244,118.198852,24.49087384,235,1847,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1848,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1849,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,266,1852,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1855,20
182,118.2033806,24.4969091,179,118.20293,24.49819044,199,1858,20
419,118.1956802,24.47951568,395,118.196897,24.48179809,235,1859,20
419,118.1956802,24.47951568,395,118.196897,24.48179809,235,1860,20
419,118.1956802,24.47951568,395,118.196897,24.48179809,36,1862,20
419,118.1956802,24.47951568,395,118.196897,24.48179809,235,1866,20
419,118.1956802,24.47951568,395,118.196897,24.48179809,235,1867,20
419,118.1956802,24.47951568,395,118.196897,24.48179809,235,1868,20
419,118.1956802,24.47951568,395,118.196897,24.48179809,235,1869,20
199,118.1946976,24.49528905,255,118.1945341,24.49405849,199,1877,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1882,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1883,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1886,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1887,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1890,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1891,20
251,118.2035872,24.48953466,297,118.2032897,24.48891166,164,1892,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1893,20
363,118.1995556,24.48106168,362,118.2003233,24.48239022,1,1895,20
363,118.1995556,24.48106168,362,118.2003233,24.48239022,1,1896,20
152,118.1965815,24.5002015,153,118.1950299,24.49961974,53,1899,20
152,118.1965815,24.5002015,153,118.1950299,24.49961974,153,1900,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1901,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1902,20
363,118.1995556,24.48106168,362,118.2003233,24.48239022,1,1903,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1904,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,199,1916,20
217,118.2038882,24.4949513,182,118.2033806,24.4969091,199,1922,20
130,118.1962564,24.50518584,129,118.1958833,24.50377013,105,1928,20
266,118.192609,24.49357461,270,118.1927913,24.49265572,130,1929,20
266,118.192609,24.49357461,270,118.1927913,24.49265572,235,1930,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,181,1931,20
363,118.1995556,24.48106168,362,118.2003233,24.48239022,18,1937,20
363,118.1995556,24.48106168,362,118.2003233,24.48239022,18,1938,20
217,118.2038882,24.4949513,182,118.2033806,24.4969091,199,1944,20
363,118.1995556,24.48106168,362,118.2003233,24.48239022,18,1945,20
130,118.1962564,24.50518584,129,118.1958833,24.50377013,36,1948,20
130,118.1962564,24.50518584,129,118.1958833,24.50377013,235,1949,20
39,118.1996098,24.50650354,123,118.1994763,24.50495817,235,1956,20
129,118.1958833,24.50377013,131,118.1975214,24.50381595,235,1958,20
39,118.1996098,24.50650354,123,118.1994763,24.50495817,235,1963,20
39,118.1996098,24.50650354,123,118.1994763,24.50495817,235,1965,20
157,118.2012388,24.50061944,156,118.1994072,24.50050697,199,1977,20
157,118.2012388,24.50061944,156,118.1994072,24.50050697,199,1978,20
157,118.2012388,24.50061944,156,118.1994072,24.50050697,199,1981,20
142,118.1958249,24.50185552,152,118.1965815,24.5002015,161,1985,20
142,118.1958249,24.50185552,152,118.1965815,24.5002015,161,1986,20
39,118.1996098,24.50650354,123,118.1994763,24.50495817,151,1990,20
39,118.1996098,24.50650354,123,118.1994763,24.50495817,36,1992,20
124,118.1976646,24.50497586,123,118.1994763,24.50495817,235,1993,20
124,118.1976646,24.50497586,130,118.1962564,24.50518584,235,1996,20
124,118.1976646,24.50497586,123,118.1994763,24.50495817,235,2002,20
261,118.1929646,24.49479039,201,118.1932617,24.49569742,199,2004,20
238,118.2008087,24.49269072,240,118.2003091,24.49058137,199,2007,20
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,2008,20
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,2010,20
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,2013,20
124,118.1976646,24.50497586,130,118.1962564,24.50518584,199,2014,20
238,118.2008087,24.49269072,240,118.2003091,24.49058137,62,2017,20
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,2019,20
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,2020,20
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,2026,20
124,118.1976646,24.50497586,130,118.1962564,24.50518584,151,2031,20
124,118.1976646,24.50497586,130,118.1962564,24.50518584,235,2032,20
597,118.1993934,24.48199585,415,118.1981423,24.48120808,235,2045,20
597,118.1993934,24.48199585,415,118.1981423,24.48120808,235,2048,20
573,118.2029461,24.49119808,254,118.2024083,24.48988401,164,2050,20
573,118.2029461,24.49119808,254,118.2024083,24.48988401,164,2056,20
573,118.2029461,24.49119808,254,118.2024083,24.48988401,164,2059,20
573,118.2029461,24.49119808,254,118.2024083,24.48988401,164,2060,20
597,118.1993934,24.48199585,415,118.1981423,24.48120808,235,2068,20
597,118.1993934,24.48199585,415,118.1981423,24.48120808,235,2069,20
573,118.2029461,24.49119808,254,118.2024083,24.48988401,164,2074,20
573,118.2029461,24.49119808,254,118.2024083,24.48988401,164,2075,20
597,118.1993934,24.48199585,415,118.1981423,24.48120808,235,2076,20
573,118.2029461,24.49119808,254,118.2024083,24.48988401,164,2077,20
391,118.1937282,24.48305447,392,118.193125,24.48200444,50,262,20
391,118.1937282,24.48305447,392,118.193125,24.48200444,50,264,20
25,118.1960842,24.51082948,26,118.1946378,24.51064543,164,275,20
25,118.1960842,24.51082948,26,118.1946378,24.51064543,164,276,20
134,118.2008175,24.50381376,132,118.1992743,24.50380704,164,277,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,92,280,20
390,118.1940636,24.48394469,391,118.1937282,24.48305447,100,282,20
390,118.1940636,24.48394469,391,118.1937282,24.48305447,100,284,20
390,118.1940636,24.48394469,391,118.1937282,24.48305447,100,289,20
53,118.1979515,24.51209628,54,118.1974916,24.51334934,352,290,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,291,20
53,118.1979515,24.51209628,54,118.1974916,24.51334934,352,292,20
156,118.1994072,24.50050697,141,118.1993983,24.50203491,235,304,20
156,118.1994072,24.50050697,141,118.1993983,24.50203491,235,306,20
384,118.1918336,24.48386186,397,118.1907795,24.48161194,199,307,20
199,118.1946976,24.49528905,255,118.1945341,24.49405849,199,316,20
199,118.1946976,24.49528905,255,118.1945341,24.49405849,199,317,20
142,118.1958249,24.50185552,152,118.1965815,24.5002015,36,318,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,319,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,70,320,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,70,321,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,138,322,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,100,323,20
382,118.1915082,24.48390213,396,118.1907993,24.48244597,199,324,20
382,118.1915082,24.48390213,396,118.1907993,24.48244597,235,326,20
382,118.1915082,24.48390213,396,118.1907993,24.48244597,113,327,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,332,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,164,335,20
283,118.1933238,24.48748071,280,118.1938897,24.48882923,34,336,20
283,118.1933238,24.48748071,280,118.1938897,24.48882923,34,337,20
283,118.1933238,24.48748071,280,118.1938897,24.48882923,34,339,20
244,118.198852,24.49087384,278,118.1964804,24.49125042,199,344,20
351,118.1932078,24.48599548,352,118.1948672,24.48532282,109,348,20
351,118.1932078,24.48599548,352,118.1948672,24.48532282,199,350,20
351,118.1932078,24.48599548,352,118.1948672,24.48532282,235,351,20
142,118.1958249,24.50185552,152,118.1965815,24.5002015,136,356,20
113,118.203915,24.50423942,136,118.2033965,24.50272089,129,357,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,201,361,20
244,118.198852,24.49087384,243,118.1993321,24.49272,235,362,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,364,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,375,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,376,20
278,118.1964804,24.49125042,244,118.198852,24.49087384,235,377,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,235,378,20
278,118.1964804,24.49125042,244,118.198852,24.49087384,235,379,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,100,393,20
362,118.2003233,24.48239022,363,118.1995556,24.48106168,199,397,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,410,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,235,411,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,92,412,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,201,414,20
280,118.1938897,24.48882923,283,118.1933238,24.48748071,163,423,20
280,118.1938897,24.48882923,283,118.1933238,24.48748071,36,424,20
280,118.1938897,24.48882923,283,118.1933238,24.48748071,163,425,20
280,118.1938897,24.48882923,283,118.1933238,24.48748071,36,426,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,118,429,20
244,118.198852,24.49087384,243,118.1993321,24.49272,235,436,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,8,441,20
278,118.1964804,24.49125042,244,118.198852,24.49087384,235,454,20
240,118.2003091,24.49058137,244,118.198852,24.49087384,235,456,20
278,118.1964804,24.49125042,244,118.198852,24.49087384,235,457,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,235,467,20
244,118.198852,24.49087384,278,118.1964804,24.49125042,235,475,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,70,483,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,70,484,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,162,485,20
199,118.1946976,24.49528905,255,118.1945341,24.49405849,45,486,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,100,487,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,201,488,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,201,489,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,497,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,498,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,499,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,500,20
196,118.1988556,24.49614206,204,118.1992565,24.49380775,199,502,20
196,118.1988556,24.49614206,204,118.1992565,24.49380775,199,503,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,201,510,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,89,511,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,512,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,513,20
199,118.1946976,24.49528905,198,118.1951292,24.49700371,23,514,20
152,118.1965815,24.5002015,153,118.1950299,24.49961974,153,516,20
152,118.1965815,24.5002015,153,118.1950299,24.49961974,8,517,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,526,20
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,527,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,529,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,100,543,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,100,544,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,70,545,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,70,546,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,164,547,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,59,548,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,70,549,20
33,118.1957203,24.50713071,126,118.1952792,24.50575812,70,550,20
391,118.1937282,24.48305447,392,118.193125,24.48200444,13,582,20
391,118.1937282,24.48305447,392,118.193125,24.48200444,13,583,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,136,591,20
351,118.1932078,24.48599548,352,118.1948672,24.48532282,164,592,20
243,118.1993321,24.49272,244,118.198852,24.49087384,38,604,20
243,118.1993321,24.49272,244,118.198852,24.49087384,38,605,20
26,118.1946378,24.51064543,503,118.1933791,24.51140735,70,713,20
26,118.1946378,24.51064543,503,118.1933791,24.51140735,70,715,20
26,118.1946378,24.51064543,503,118.1933791,24.51140735,352,717,20
26,118.1946378,24.51064543,503,118.1933791,24.51140735,352,719,20
134,118.2008175,24.50381376,132,118.1992743,24.50380704,199,741,20
156,118.1994072,24.50050697,141,118.1993983,24.50203491,235,759,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,199,761,20
204,118.1992565,24.49380775,196,118.1988556,24.49614206,36,763,20
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,764,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,199,766,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,89,769,20
32,118.1959306,24.50821225,31,118.1961226,24.5096796,199,770,20
32,118.1959306,24.50821225,31,118.1961226,24.5096796,199,771,20
49,118.1980189,24.51098186,53,118.1979515,24.51209628,96,772,20
49,118.1980189,24.51098186,53,118.1979515,24.51209628,291,773,20
157,118.2012388,24.50061944,156,118.1994072,24.50050697,9,776,20
157,118.2012388,24.50061944,156,118.1994072,24.50050697,94,777,20
382,118.1915082,24.48390213,396,118.1907993,24.48244597,235,778,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,779,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,780,20
351,118.1932078,24.48599548,352,118.1948672,24.48532282,235,781,20
87,118.2023423,24.51144584,48,118.2010099,24.51102113,101,795,20
32,118.1959306,24.50821225,31,118.1961226,24.5096796,199,797,20
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,798,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,806,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,235,807,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,92,808,20
101,118.2042224,24.50782179,102,118.2043085,24.50694379,126,832,20
101,118.2042224,24.50782179,102,118.2043085,24.50694379,126,833,20
279,118.19413,24.4902268,280,118.1938897,24.48882923,235,835,20
279,118.19413,24.4902268,280,118.1938897,24.48882923,144,836,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,98,842,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,235,844,20
157,118.2012388,24.50061944,156,118.1994072,24.50050697,94,848,20
277,118.1947334,24.49136427,278,118.1964804,24.49125042,235,856,20
243,118.1993321,24.49272,244,118.198852,24.49087384,38,873,20
384,118.1918336,24.48386186,383,118.192428,24.48524636,82,876,20
384,118.1918336,24.48386186,383,118.192428,24.48524636,82,877,20
396,118.1907993,24.48244597,382,118.1915082,24.48390213,153,882,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,883,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,884,20
384,118.1918336,24.48386186,383,118.192428,24.48524636,82,893,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,235,896,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,235,897,20
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,901,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,235,905,20
53,118.1979515,24.51209628,54,118.1974916,24.51334934,73,938,20
156,118.1994072,24.50050697,141,118.1993983,24.50203491,164,939,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,164,946,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,164,947,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,164,950,20
25,118.1960842,24.51082948,26,118.1946378,24.51064543,70,1013,20
25,118.1960842,24.51082948,26,118.1946378,24.51064543,70,1014,20
25,118.1960842,24.51082948,26,118.1946378,24.51064543,70,1015,20
25,118.1960842,24.51082948,26,118.1946378,24.51064543,70,1016,20
134,118.2008175,24.50381376,132,118.1992743,24.50380704,199,1027,20
53,118.1979515,24.51209628,54,118.1974916,24.51334934,235,1034,20
53,118.1979515,24.51209628,54,118.1974916,24.51334934,235,1035,20
53,118.1979515,24.51209628,54,118.1974916,24.51334934,235,1036,20
156,118.1994072,24.50050697,141,118.1993983,24.50203491,151,1039,20
32,118.1959306,24.50821225,31,118.1961226,24.5096796,199,1042,20
32,118.1959306,24.50821225,31,118.1961226,24.5096796,199,1043,20
382,118.1915082,24.48390213,396,118.1907993,24.48244597,235,1044,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,1045,20
283,118.1933238,24.48748071,280,118.1938897,24.48882923,199,1046,20
32,118.1959306,24.50821225,31,118.1961226,24.5096796,199,1062,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,81,1081,20
283,118.1933238,24.48748071,280,118.1938897,24.48882923,235,1094,20
384,118.1918336,24.48386186,383,118.192428,24.48524636,82,1114,20
384,118.1918336,24.48386186,383,118.192428,24.48524636,82,1115,20
397,118.1907795,24.48161194,384,118.1918336,24.48386186,199,1120,20
397,118.1907795,24.48161194,384,118.1918336,24.48386186,199,1121,20
384,118.1918336,24.48386186,383,118.192428,24.48524636,82,1126,20
283,118.1933238,24.48748071,280,118.1938897,24.48882923,235,1131,20
283,118.1933238,24.48748071,280,118.1938897,24.48882923,235,1132,20
397,118.1907795,24.48161194,384,118.1918336,24.48386186,199,1133,20
283,118.1933238,24.48748071,280,118.1938897,24.48882923,235,1142,20
26,118.1946378,24.51064543,503,118.1933791,24.51140735,235,1171,20
156,118.1994072,24.50050697,141,118.1993983,24.50203491,151,1176,20
49,118.1980189,24.51098186,53,118.1979515,24.51209628,235,1179,20
362,118.2003233,24.48239022,363,118.1995556,24.48106168,164,1187,20
196,118.1988556,24.49614206,204,118.1992565,24.49380775,235,1200,20
196,118.1988556,24.49614206,204,118.1992565,24.49380775,235,1202,20
397,118.1907795,24.48161194,384,118.1918336,24.48386186,164,1203,20
397,118.1907795,24.48161194,384,118.1918336,24.48386186,164,1204,20
397,118.1907795,24.48161194,384,118.1918336,24.48386186,164,1206,20
26,118.1946378,24.51064543,503,118.1933791,24.51140735,235,1246,20
26,118.1946378,24.51064543,503,118.1933791,24.51140735,235,1248,20
26,118.1946378,24.51064543,503,118.1933791,24.51140735,235,1250,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,1260,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,199,1261,20
53,118.1979515,24.51209628,54,118.1974916,24.51334934,235,1262,20
156,118.1994072,24.50050697,141,118.1993983,24.50203491,235,1263,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,199,1267,20
278,118.1964804,24.49125042,277,118.1947334,24.49136427,199,1268,20
49,118.1980189,24.51098186,53,118.1979515,24.51209628,235,1270,20
49,118.1980189,24.51098186,53,118.1979515,24.51209628,235,1271,20
49,118.1980189,24.51098186,53,118.1979515,24.51209628,235,1272,20
382,118.1915082,24.48390213,396,118.1907993,24.48244597,235,1275,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,1276,20
152,118.1965815,24.5002015,156,118.1994072,24.50050697,199,1277,20
280,118.1938897,24.48882923,283,118.1933238,24.48748071,163,1295,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,235,1305,20
297,118.2032897,24.48891166,251,118.2035872,24.48953466,235,1306,20
301,118.2028478,24.48804985,304,118.2014941,24.48527326,36,1314,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1315,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1316,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,235,1317,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,235,1318,20
297,118.2032897,24.48891166,251,118.2035872,24.48953466,235,1332,20
156,118.1994072,24.50050697,152,118.1965815,24.5002015,235,1333,20
384,118.1918336,24.48386186,383,118.192428,24.48524636,82,1336,20
384,118.1918336,24.48386186,383,118.192428,24.48524636,82,1337,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,235,1348,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,235,1349,20
280,118.1938897,24.48882923,279,118.19413,24.4902268,235,1358,20
54,118.1974916,24.51334934,53,118.1979515,24.51209628,70,1364,21
54,118.1974916,24.51334934,53,118.1979515,24.51209628,70,1365,21
49,118.1980189,24.51098186,25,118.1960842,24.51082948,70,1382,21
49,118.1980189,24.51098186,25,118.1960842,24.51082948,70,1383,21
49,118.1980189,24.51098186,25,118.1960842,24.51082948,70,1384,21
49,118.1980189,24.51098186,25,118.1960842,24.51082948,70,1385,21
153,118.1950299,24.49961974,152,118.1965815,24.5002015,163,1386,21
204,118.1992565,24.49380775,196,118.1988556,24.49614206,163,1388,21
49,118.1980189,24.51098186,25,118.1960842,24.51082948,70,1395,21
49,118.1980189,24.51098186,25,118.1960842,24.51082948,70,1396,21
154,118.194589,24.49968586,143,118.1943111,24.50197753,235,1402,21
154,118.194589,24.49968586,143,118.1943111,24.50197753,235,1403,21
154,118.194589,24.49968586,143,118.1943111,24.50197753,235,1414,21
397,118.1907795,24.48161194,384,118.1918336,24.48386186,235,1416,21
397,118.1907795,24.48161194,384,118.1918336,24.48386186,235,1417,21
49,118.1980189,24.51098186,25,118.1960842,24.51082948,4,1420,21
397,118.1907795,24.48161194,384,118.1918336,24.48386186,235,1424,21
143,118.1943111,24.50197753,142,118.1958249,24.50185552,199,1464,21
143,118.1943111,24.50197753,142,118.1958249,24.50185552,235,1465,21
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,1473,21
152,118.1965815,24.5002015,156,118.1994072,24.50050697,199,1475,21
49,118.1980189,24.51098186,25,118.1960842,24.51082948,199,1476,21
49,118.1980189,24.51098186,25,118.1960842,24.51082948,199,1477,21
204,118.1992565,24.49380775,196,118.1988556,24.49614206,163,1479,21
204,118.1992565,24.49380775,196,118.1988556,24.49614206,163,1480,21
136,118.2033965,24.50272089,135,118.2018236,24.50323678,153,1482,21
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,1486,21
152,118.1965815,24.5002015,156,118.1994072,24.50050697,196,1487,21
126,118.1952792,24.50575812,33,118.1957203,24.50713071,199,1494,21
126,118.1952792,24.50575812,33,118.1957203,24.50713071,199,1495,21
126,118.1952792,24.50575812,33,118.1957203,24.50713071,199,1506,21
143,118.1943111,24.50197753,142,118.1958249,24.50185552,235,1511,21
143,118.1943111,24.50197753,142,118.1958249,24.50185552,235,1512,21
154,118.194589,24.49968586,143,118.1943111,24.50197753,504,1517,21
154,118.194589,24.49968586,143,118.1943111,24.50197753,504,1518,21
301,118.2028478,24.48804985,304,118.2014941,24.48527326,199,1522,21
244,118.198852,24.49087384,278,118.1964804,24.49125042,199,1523,21
143,118.1943111,24.50197753,142,118.1958249,24.50185552,235,1527,21
154,118.194589,24.49968586,143,118.1943111,24.50197753,97,1534,21
136,118.2033965,24.50272089,113,118.203915,24.50423942,153,1535,21
198,118.1951292,24.49700371,199,118.1946976,24.49528905,235,1537,21
198,118.1951292,24.49700371,199,118.1946976,24.49528905,62,1538,21
143,118.1943111,24.50197753,142,118.1958249,24.50185552,235,1570,21
152,118.1965815,24.5002015,156,118.1994072,24.50050697,3,1572,21
402,118.1925597,24.48081353,404,118.1918886,24.47963026,235,1608,21
176,118.2012049,24.49954814,180,118.1994123,24.49944483,199,1611,21
153,118.1950299,24.49961974,152,118.1965815,24.5002015,163,1617,21
50,118.2003003,24.51108935,49,118.1980189,24.51098186,199,1618,21
50,118.2003003,24.51108935,49,118.1980189,24.51098186,199,1619,21
50,118.2003003,24.51108935,49,118.1980189,24.51098186,199,1624,21
159,118.2029743,24.50066631,136,118.2033965,24.50272089,199,1626,21
280,118.1938897,24.48882923,283,118.1933238,24.48748071,91,1636,21
154,118.194589,24.49968586,143,118.1943111,24.50197753,235,1643,21
154,118.194589,24.49968586,143,118.1943111,24.50197753,235,1644,21
304,118.2014941,24.48527326,301,118.2028478,24.48804985,126,1647,21
304,118.2014941,24.48527326,301,118.2028478,24.48804985,126,1648,21
